Date,Energy Source,Value,Generation (TWh)
2006-09-01,Other Renewables,2724.8700000000003,2.72487
2006-09-01,Renewables,48871.770000000004,48.871770000000005
2006-09-01,Solar,107.98,0.10798
2006-09-01,Total Generation,661192.8400000001,661.19284
2006-09-01,Wind,3758.26,3.7582600000000004
2006-09-01,Wind and Solar,3866.2400000000002,3.8662400000000003
2006-10-01,Bioenergy,9090.09,9.09009
2006-10-01,Clean,165023.25,165.02325
2006-10-01,Coal,322779.33,322.77933
2006-10-01,Fossil,475353.08999999997,475.35308999999995
2006-10-01,Gas,141280.06,141.28006
2006-10-01,Gas and Other Fossil,152573.75,152.57375
2006-10-01,Hydro,33096.369999999995,33.09636999999999
2006-10-01,"Hydro, Bioenergy and Other Renewables",45055.81,45.05581
2006-10-01,Nuclear,115018.61,115.01861
2006-10-01,Other Fossil,11293.69,11.29369
2006-10-01,Other Renewables,2869.35,2.86935
2006-10-01,Renewables,50004.64,50.00464
2006-10-01,Solar,64.56,0.06456
2006-10-01,Total Generation,640376.33,640.3763299999999
2006-10-01,Wind,4884.27,4.884270000000001
2006-10-01,Wind and Solar,4948.83,4.94883
2006-11-01,Bioenergy,9081.5,9.0815
2006-11-01,Clean,179191.63,179.19163
2006-11-01,Coal,318879.02999999997,318.87902999999994
2006-11-01,Fossil,436701.88,436.70188
2006-11-01,Gas,106879.37,106.87937
2006-11-01,Gas and Other Fossil,117822.85,117.82285
2006-11-01,Hydro,39438.35,39.43835
2006-11-01,"Hydro, Bioenergy and Other Renewables",51294.64,51.29464
2006-11-01,Nuclear,122784.63,122.78463
2006-11-01,Other Fossil,10943.480000000001,10.943480000000001
2006-11-01,Other Renewables,2774.79,2.77479
2006-11-01,Renewables,56406.99999999999,56.40699999999999
2006-11-01,Solar,31.38,0.03138
2006-11-01,Total Generation,615893.51,615.89351
2006-11-01,Wind,5080.98,5.080979999999999
2006-11-01,Wind and Solar,5112.36,5.11236
2006-12-01,Bioenergy,9480.16,9.48016
2006-12-01,Clean,200212.2,200.21220000000002
2006-12-01,Coal,347017.88,347.01788
2006-12-01,Fossil,469789.5,469.7895
2006-12-01,Gas,112256.40000000001,112.25640000000001
2006-12-01,Gas and Other Fossil,122771.63,122.77163
2006-12-01,Hydro,41857.29,41.85729
2006-12-01,"Hydro, Bioenergy and Other Renewables",54284.03,54.28403
2006-12-01,Nuclear,140979.35,140.97935
2006-12-01,Other Fossil,10515.23,10.515229999999999
2006-12-01,Other Renewables,2946.58,2.94658
2006-12-01,Renewables,59232.85,59.23285
2006-12-01,Solar,5.42,0.00542
2006-12-01,Total Generation,670001.7100000001,670.0017100000001
2006-12-01,Wind,4943.4,4.9434
2006-12-01,Wind and Solar,4948.82,4.9488199999999996
2007-01-01,Bioenergy,9813.67,9.81367
2007-01-01,Clean,216683.72,216.68372
2007-01-01,Coal,351478.85000000003,351.47885
2007-01-01,Fossil,487620.89,487.62089000000003
2007-01-01,Gas,122949.04,122.94904
2007-01-01,Gas and Other Fossil,136142.05,136.14204999999998
2007-01-01,Hydro,50946.25,50.94625
2007-01-01,"Hydro, Bioenergy and Other Renewables",63741.05,63.74105
2007-01-01,Nuclear,148012.37,148.01237
2007-01-01,Other Fossil,13193.01,13.193010000000001
2007-01-01,Other Renewables,2981.1299999999997,2.98113
2007-01-01,Renewables,68671.35,68.67135
2007-01-01,Solar,25.68,0.02568
2007-01-01,Total Generation,704304.62,704.30462
2007-01-01,Wind,4904.62,4.9046199999999995
2007-01-01,Wind and Solar,4930.3,4.9303
2007-02-01,Bioenergy,8430.66,8.43066
2007-02-01,Clean,182755.73,182.75573
2007-02-01,Coal,327205.61,327.20561
2007-02-01,Fossil,461443.23,461.44322999999997
2007-02-01,Gas,115244.16,115.24416000000001
2007-02-01,Gas and Other Fossil,134237.62000000002,134.23762000000002
2007-02-01,Hydro,36239.35,36.23935
2007-02-01,"Hydro, Bioenergy and Other Renewables",47228.06,47.22806
2007-02-01,Nuclear,130449.59,130.44959
2007-02-01,Other Fossil,18993.46,18.99346
2007-02-01,Other Renewables,2558.0499999999997,2.5580499999999997
2007-02-01,Renewables,52306.14,52.30614
2007-02-01,Solar,38.489999999999995,0.038489999999999996
2007-02-01,Total Generation,644198.9600000001,644.19896
2007-02-01,Wind,5039.59,5.0395900000000005
2007-02-01,Wind and Solar,5078.08,5.07808
2007-03-01,Bioenergy,8957.550000000001,8.957550000000001
2007-03-01,Clean,193947.68,193.94768
2007-03-01,Coal,319622.19,319.62219
2007-03-01,Fossil,444770.02,444.77002000000005
2007-03-01,Gas,112407.66,112.40766
2007-03-01,Gas and Other Fossil,125147.83,125.14783
2007-03-01,Hydro,47410.58,47.41058
2007-03-01,"Hydro, Bioenergy and Other Renewables",59146.22,59.14622
2007-03-01,Nuclear,128610.31,128.61031
2007-03-01,Other Fossil,12740.17,12.74017
2007-03-01,Other Renewables,2778.09,2.77809
2007-03-01,Renewables,65337.369999999995,65.33736999999999
2007-03-01,Solar,96.98,0.09698000000000001
2007-03-01,Total Generation,638717.7000000001,638.7177
2007-03-01,Wind,6094.17,6.09417
2007-03-01,Wind and Solar,6191.150000000001,6.19115
2007-04-01,Bioenergy,8617.74,8.61774
2007-04-01,Clean,179296.55,179.29655
2007-04-01,Coal,292499.11,292.49911
2007-04-01,Fossil,424735.64999999997,424.73564999999996
2007-04-01,Gas,120305.7,120.3057
2007-04-01,Gas and Other Fossil,132236.54,132.23654000000002
2007-04-01,Hydro,47033.490000000005,47.03349000000001
2007-04-01,"Hydro, Bioenergy and Other Renewables",58241.369999999995,58.241369999999996
2007-04-01,Nuclear,114602.85,114.60285
2007-04-01,Other Fossil,11930.84,11.93084
2007-04-01,Other Renewables,2590.14,2.59014
2007-04-01,Renewables,64693.700000000004,64.6937
2007-04-01,Solar,108.92,0.10892
2007-04-01,Total Generation,604032.2000000001,604.0322000000001
2007-04-01,Wind,6343.41,6.3434099999999995
2007-04-01,Wind and Solar,6452.33,6.45233
2007-05-01,Bioenergy,8859.45,8.85945
2007-05-01,Clean,198571.88,198.57188
2007-05-01,Coal,315026.54,315.02653999999995
2007-05-01,Fossil,459345.85,459.34585
2007-05-01,Gas,132939.39,132.93939
2007-05-01,Gas and Other Fossil,144319.32,144.31932
2007-05-01,Hydro,51000.07,51.00007
2007-05-01,"Hydro, Bioenergy and Other Renewables",62449.72,62.44972
2007-05-01,Nuclear,130049.1,130.0491
2007-05-01,Other Fossil,11379.93,11.37993
2007-05-01,Other Renewables,2590.2,2.5902
2007-05-01,Renewables,68522.78,68.52278
2007-05-01,Solar,168.38,0.16838
2007-05-01,Total Generation,657917.74,657.91774
2007-05-01,Wind,5904.68,5.90468
2007-05-01,Wind and Solar,6073.06,6.073060000000001
2007-06-01,Bioenergy,9211.720000000001,9.211720000000001
2007-06-01,Clean,199840.52000000002,199.84052000000003
2007-06-01,Coal,347025.79000000004,347.02579000000003
2007-06-01,Fossil,522850.64,522.85064
2007-06-01,Gas,163022.92,163.02292
2007-06-01,Gas and Other Fossil,175824.84,175.82484
2007-06-01,Hydro,44587.799999999996,44.587799999999994
2007-06-01,"Hydro, Bioenergy and Other Renewables",56584.63,56.58463
2007-06-01,Nuclear,137846.14,137.84614000000002
2007-06-01,Other Fossil,12801.92,12.80192
2007-06-01,Other Renewables,2785.11,2.78511
2007-06-01,Renewables,61994.38,61.99438
2007-06-01,Solar,168.92,0.16892
2007-06-01,Total Generation,722691.15,722.69115
2007-06-01,Wind,5240.83,5.24083
2007-06-01,Wind and Solar,5409.75,5.40975
2007-07-01,Bioenergy,9753.41,9.75341
2007-07-01,Clean,206316.5,206.3165
2007-07-01,Coal,370107.57,370.10757
2007-07-01,Fossil,577729.95,577.7299499999999
2007-07-01,Gas,194965.32,194.96532000000002
2007-07-01,Gas and Other Fossil,207622.37000000002,207.62237000000002
2007-07-01,Hydro,43766.12,43.76612
2007-07-01,"Hydro, Bioenergy and Other Renewables",56351.1,56.351099999999995
2007-07-01,Nuclear,145477.07,145.47707
2007-07-01,Other Fossil,12657.050000000001,12.657050000000002
2007-07-01,Other Renewables,2831.5699999999997,2.8315699999999997
2007-07-01,Renewables,60839.43,60.83943
2007-07-01,Solar,171.59,0.17159
2007-07-01,Total Generation,784046.44,784.04644
2007-07-01,Wind,4316.74,4.316739999999999
2007-07-01,Wind and Solar,4488.33,4.4883299999999995
2007-08-01,Bioenergy,9731.16,9.73116
2007-08-01,Clean,202207.5,202.2075
2007-08-01,Coal,380269.64,380.26964000000004
2007-08-01,Fossil,638752.25,638.75225
2007-08-01,Gas,242676.86,242.67685999999998
2007-08-01,Gas and Other Fossil,258482.61000000002,258.48261
2007-08-01,Hydro,38579.77,38.579769999999996
2007-08-01,"Hydro, Bioenergy and Other Renewables",51156.6,51.1566
2007-08-01,Nuclear,145501.83,145.50182999999998
2007-08-01,Other Fossil,15805.75,15.80575
2007-08-01,Other Renewables,2845.67,2.84567
2007-08-01,Renewables,56705.67,56.70567
2007-08-01,Solar,150.32,0.15031999999999998
2007-08-01,Total Generation,840959.75,840.95975
2007-08-01,Wind,5398.75,5.39875
2007-08-01,Wind and Solar,5549.07,5.5490699999999995
2007-09-01,Bioenergy,9379.95,9.379950000000001
2007-09-01,Clean,181203.47,181.20347
2007-09-01,Coal,338782.55,338.78255
2007-09-01,Fossil,527370.1900000001,527.3701900000001
2007-09-01,Gas,177063.25,177.06325
2007-09-01,Gas and Other Fossil,188587.63999999998,188.58764
2007-09-01,Hydro,27998.2,27.9982
2007-09-01,"Hydro, Bioenergy and Other Renewables",40176.46,40.17646
2007-09-01,Nuclear,135157.13999999998,135.15714
2007-09-01,Other Fossil,11524.39,11.524389999999999
2007-09-01,Other Renewables,2798.3100000000004,2.7983100000000003
2007-09-01,Renewables,46046.329999999994,46.04633
2007-09-01,Solar,136.42000000000002,0.13642
2007-09-01,Total Generation,708573.66,708.57366
2007-09-01,Wind,5733.45,5.7334499999999995
2007-09-01,Wind and Solar,5869.87,5.86987
2007-10-01,Bioenergy,9342.49,9.34249
2007-10-01,Clean,170522.32,170.52232
2007-10-01,Coal,324468.75,324.46875
2007-10-01,Fossil,492679.19,492.67919
2007-10-01,Gas,156716.04,156.71604000000002
2007-10-01,Gas and Other Fossil,168210.44,168.21044
2007-10-01,Hydro,28072.43,28.07243
2007-10-01,"Hydro, Bioenergy and Other Renewables",40291.67,40.291669999999996
2007-10-01,Nuclear,123379.1,123.37910000000001
2007-10-01,Other Fossil,11494.4,11.494399999999999
2007-10-01,Other Renewables,2876.75,2.87675
2007-10-01,Renewables,47143.22,47.14322
2007-10-01,Solar,98.46000000000001,0.09846
2007-10-01,Total Generation,663201.51,663.20151
2007-10-01,Wind,6753.09,6.75309
2007-10-01,Wind and Solar,6851.55,6.8515500000000005
2007-11-01,Bioenergy,9396.869999999999,9.39687
2007-11-01,Clean,178312.41,178.31241
2007-11-01,Coal,318764.97000000003,318.76497
2007-11-01,Fossil,448038.36,448.03836
2007-11-01,Gas,121273.58,121.27358
2007-11-01,Gas and Other Fossil,129273.39,129.27339
2007-11-01,Hydro,30040.62,30.04062
2007-11-01,"Hydro, Bioenergy and Other Renewables",42275.200000000004,42.275200000000005
2007-11-01,Nuclear,129798.54,129.79854
2007-11-01,Other Fossil,7999.81,7.99981
2007-11-01,Other Renewables,2837.71,2.83771
2007-11-01,Renewables,48513.87,48.513870000000004
2007-11-01,Solar,48.6,0.048600000000000004
2007-11-01,Total Generation,626350.77,626.35077
2007-11-01,Wind,6190.07,6.1900699999999995
2007-11-01,Wind and Solar,6238.67,6.23867
2007-12-01,Bioenergy,9582.5,9.5825
2007-12-01,Clean,199019.36,199.01935999999998
2007-12-01,Coal,347659.75999999995,347.65975999999995
2007-12-01,Fossil,491132.56,491.13256
2007-12-01,Gas,133615.64,133.61564
2007-12-01,Gas and Other Fossil,143472.78999999998,143.47278999999997
2007-12-01,Hydro,35552.6,35.5526
2007-12-01,"Hydro, Bioenergy and Other Renewables",48062.65,48.062650000000005
2007-12-01,Nuclear,143965.44,143.96544
2007-12-01,Other Fossil,9857.15,9.857149999999999
2007-12-01,Other Renewables,2927.55,2.92755
2007-12-01,Renewables,55053.92,55.05392
2007-12-01,Solar,10.8,0.0108
2007-12-01,Total Generation,690151.9099999999,690.1519099999999
2007-12-01,Wind,6980.47,6.98047
2007-12-01,Wind and Solar,6991.27,6.99127
2008-01-01,Bioenergy,9488.9,9.4889
2008-01-01,Clean,202369.65,202.36965
2008-01-01,Coal,365751.0,365.751
2008-01-01,Fossil,521242.14,521.2421400000001
2008-01-01,Gas,145199.79,145.19979
2008-01-01,Gas and Other Fossil,155491.14,155.49114
2008-01-01,Hydro,40067.229999999996,40.067229999999995
2008-01-01,"Hydro, Bioenergy and Other Renewables",52321.58,52.321580000000004
2008-01-01,Nuclear,141469.12,141.46912
2008-01-01,Other Fossil,10291.35,10.29135
2008-01-01,Other Renewables,2765.45,2.76545
2008-01-01,Renewables,60900.53,60.900529999999996
2008-01-01,Solar,32.58,0.03258
2008-01-01,Total Generation,723611.79,723.61179
2008-01-01,Wind,8546.37,8.546370000000001
2008-01-01,Wind and Solar,8578.949999999999,8.578949999999999
2008-02-01,Bioenergy,8749.0,8.749
2008-02-01,Clean,186053.79,186.05379000000002
2008-02-01,Coal,333332.73,333.33272999999997
2008-02-01,Fossil,462114.96,462.11496
2008-02-01,Gas,120084.0,120.084
2008-02-01,Gas and Other Fossil,128782.23,128.78223
2008-02-01,Hydro,36675.509999999995,36.675509999999996
2008-02-01,"Hydro, Bioenergy and Other Renewables",48017.8,48.0178
2008-02-01,Nuclear,130260.79,130.26079
2008-02-01,Other Fossil,8698.23,8.698229999999999
2008-02-01,Other Renewables,2593.29,2.59329
2008-02-01,Renewables,55793.0,55.793
2008-02-01,Solar,71.69,0.07169
2008-02-01,Total Generation,648168.75,648.16875
2008-02-01,Wind,7703.51,7.7035100000000005
2008-02-01,Wind and Solar,7775.2,7.7752
2008-03-01,Bioenergy,9191.33,9.19133
2008-03-01,Clean,193534.55,193.53455
2008-03-01,Coal,321486.49,321.48649
2008-03-01,Fossil,454110.09,454.11009
2008-03-01,Gas,124341.15000000001,124.34115000000001
2008-03-01,Gas and Other Fossil,132623.6,132.6236
2008-03-01,Hydro,42231.939999999995,42.231939999999994
2008-03-01,"Hydro, Bioenergy and Other Renewables",54388.36,54.38836
2008-03-01,Nuclear,129432.94,129.43294
2008-03-01,Other Fossil,8282.449999999999,8.282449999999999
2008-03-01,Other Renewables,2965.0899999999997,2.9650899999999996
2008-03-01,Renewables,64101.61,64.10161
2008-03-01,Solar,149.2,0.1492
2008-03-01,Total Generation,647644.64,647.64464
2008-03-01,Wind,9564.050000000001,9.564050000000002
2008-03-01,Wind and Solar,9713.25,9.71325
2008-04-01,Bioenergy,8866.89,8.86689
2008-04-01,Clean,181242.41,181.24241
2008-04-01,Coal,293966.02999999997,293.96603
2008-04-01,Fossil,428666.04,428.66603999999995
2008-04-01,Gas,126092.2,126.09219999999999
2008-04-01,Gas and Other Fossil,134700.01,134.70001000000002
2008-04-01,Hydro,44204.45,44.204449999999994
2008-04-01,"Hydro, Bioenergy and Other Renewables",55938.12,55.938120000000005
2008-04-01,Nuclear,114665.44,114.66544
2008-04-01,Other Fossil,8607.81,8.607809999999999
2008-04-01,Other Renewables,2866.78,2.8667800000000003
2008-04-01,Renewables,66576.97,66.57697
2008-04-01,Solar,188.28,0.18828
2008-04-01,Total Generation,609908.45,609.9084499999999
2008-04-01,Wind,10450.57,10.450569999999999
2008-04-01,Wind and Solar,10638.85,10.63885
2008-05-01,Bioenergy,8803.79,8.803790000000001
2008-05-01,Clean,205491.42,205.49142
2008-05-01,Coal,309831.83,309.83183
2008-05-01,Fossil,443259.73,443.25973
2008-05-01,Gas,124540.89,124.54089
2008-05-01,Gas and Other Fossil,133427.9,133.4279
2008-05-01,Hydro,53268.57,53.26857
2008-05-01,"Hydro, Bioenergy and Other Renewables",64961.6,64.9616
2008-05-01,Nuclear,129651.79000000001,129.65179
2008-05-01,Other Fossil,8887.01,8.88701
2008-05-01,Other Renewables,2889.24,2.8892399999999996
2008-05-01,Renewables,75839.63,75.83963
2008-05-01,Solar,197.48,0.19748
2008-05-01,Total Generation,648751.15,648.75115
2008-05-01,Wind,10680.55,10.680549999999998
2008-05-01,Wind and Solar,10878.03,10.87803
2008-06-01,Bioenergy,9231.97,9.231969999999999
2008-06-01,Clean,220940.34,220.94034
2008-06-01,Coal,342086.57,342.08657
2008-06-01,Fossil,523168.59,523.16859
2008-06-01,Gas,169239.96000000002,169.23996000000002
2008-06-01,Gas and Other Fossil,181082.02,181.08202
2008-06-01,Hydro,57611.61,57.61161
2008-06-01,"Hydro, Bioenergy and Other Renewables",69764.5,69.7645
2008-06-01,Nuclear,140638.72999999998,140.63872999999998
2008-06-01,Other Fossil,11842.06,11.84206
2008-06-01,Other Renewables,2920.92,2.92092
2008-06-01,Renewables,80301.61,80.30161
2008-06-01,Solar,256.33000000000004,0.25633000000000006
2008-06-01,Total Generation,744108.93,744.1089300000001
2008-06-01,Wind,10280.78,10.28078
2008-06-01,Wind and Solar,10537.11,10.53711
2008-07-01,Bioenergy,9870.34,9.87034
2008-07-01,Clean,219299.43,219.29943
2008-07-01,Coal,373466.88,373.46688
2008-07-01,Fossil,584637.66,584.63766
2008-07-01,Gas,200641.78,200.64178
2008-07-01,Gas and Other Fossil,211170.77,211.17076999999998
2008-07-01,Hydro,49511.99,49.51199
2008-07-01,"Hydro, Bioenergy and Other Renewables",62424.28999999999,62.42428999999999
2008-07-01,Nuclear,148636.56,148.63656
2008-07-01,Other Fossil,10528.99,10.52899
2008-07-01,Other Renewables,3041.96,3.04196
2008-07-01,Renewables,70662.87,70.66287
2008-07-01,Solar,221.75,0.22175
2008-07-01,Total Generation,803937.08,803.9370799999999
2008-07-01,Wind,8016.83,8.01683
2008-07-01,Wind and Solar,8238.58,8.23858
2008-08-01,Bioenergy,9743.88,9.743879999999999
2008-08-01,Clean,205885.38,205.88538
2008-08-01,Coal,361153.02,361.15302
2008-08-01,Fossil,570020.4299999999,570.0204299999999
2008-08-01,Gas,199346.99,199.34698999999998
2008-08-01,Gas and Other Fossil,208867.4,208.8674
2008-08-01,Hydro,41162.82,41.162819999999996
2008-08-01,"Hydro, Bioenergy and Other Renewables",53911.869999999995,53.91186999999999
2008-08-01,Nuclear,145234.13,145.23413
2008-08-01,Other Fossil,9520.41,9.52041
2008-08-01,Other Renewables,3005.17,3.00517
2008-08-01,Renewables,60651.25,60.65125
2008-08-01,Solar,210.55,0.21055000000000001
2008-08-01,Total Generation,775905.8,775.9058
2008-08-01,Wind,6528.83,6.52883
2008-08-01,Wind and Solar,6739.38,6.73938
2008-09-01,Bioenergy,8971.640000000001,8.97164
2008-09-01,Clean,183642.77000000002,183.64277
2008-09-01,Coal,322712.69,322.71269
2008-09-01,Fossil,490473.69,490.47369
2008-09-01,Gas,158272.06,158.27206
2008-09-01,Gas and Other Fossil,167761.0,167.761
2008-09-01,Hydro,31321.87,31.32187
2008-09-01,"Hydro, Bioenergy and Other Renewables",43126.91,43.12691
2008-09-01,Nuclear,134107.75,134.10775
2008-09-01,Other Fossil,9488.94,9.488940000000001
2008-09-01,Other Renewables,2833.4,2.8334
2008-09-01,Renewables,49535.02,49.535019999999996
2008-09-01,Solar,185.20999999999998,0.18520999999999999
2008-09-01,Total Generation,674116.46,674.11646
2008-09-01,Wind,6222.9,6.222899999999999
2008-09-01,Wind and Solar,6408.11,6.40811
2008-10-01,Bioenergy,9107.15,9.107149999999999
2008-10-01,Clean,177290.29,177.29029
2008-10-01,Coal,303681.45,303.68145
2008-10-01,Fossil,457527.9,457.52790000000005
2008-10-01,Gas,146566.66,146.56666
2008-10-01,Gas and Other Fossil,153846.44999999998,153.84644999999998
2008-10-01,Hydro,29945.95,29.94595
2008-10-01,"Hydro, Bioenergy and Other Renewables",42016.33,42.01633
2008-10-01,Nuclear,125640.7,125.6407
2008-10-01,Other Fossil,7279.79,7.27979
2008-10-01,Other Renewables,2963.23,2.96323
2008-10-01,Renewables,51649.59,51.649589999999996
2008-10-01,Solar,120.48,0.12048
2008-10-01,Total Generation,634818.19,634.81819
2008-10-01,Wind,9512.78,9.512780000000001
2008-10-01,Wind and Solar,9633.26,9.63326
2008-11-01,Bioenergy,9053.359999999999,9.05336
2008-11-01,Clean,179149.87,179.14987
2008-11-01,Coal,308562.39,308.56239
2008-11-01,Fossil,439045.58,439.04558000000003
2008-11-01,Gas,122908.41,122.90841
2008-11-01,Gas and Other Fossil,130483.19,130.48319
2008-11-01,Hydro,30357.48,30.35748
2008-11-01,"Hydro, Bioenergy and Other Renewables",42288.590000000004,42.288590000000006
2008-11-01,Nuclear,126816.29,126.81629
2008-11-01,Other Fossil,7574.780000000001,7.5747800000000005
2008-11-01,Other Renewables,2877.75,2.87775
2008-11-01,Renewables,52333.58,52.333580000000005
2008-11-01,Solar,57.7,0.0577
2008-11-01,Total Generation,618195.4500000001,618.19545
2008-11-01,Wind,9987.289999999999,9.98729
2008-11-01,Wind and Solar,10044.99,10.04499
2008-12-01,Bioenergy,8988.95,8.98895
2008-12-01,Clean,211766.66,211.76666
2008-12-01,Coal,335571.46,335.57146
2008-12-01,Fossil,474152.82,474.15282
2008-12-01,Gas,128727.23,128.72723
2008-12-01,Gas and Other Fossil,138581.36000000002,138.58136000000002
2008-12-01,Hydro,40727.07,40.72707
2008-12-01,"Hydro, Bioenergy and Other Renewables",52634.86,52.63486
2008-12-01,Nuclear,145862.64,145.86264000000003
2008-12-01,Other Fossil,9854.13,9.85413
2008-12-01,Other Renewables,2918.84,2.9188400000000003
2008-12-01,Renewables,65904.02,65.90402
2008-12-01,Solar,37.38,0.037380000000000004
2008-12-01,Total Generation,685919.48,685.91948
2008-12-01,Wind,13231.779999999999,13.231779999999999
2008-12-01,Wind and Solar,13269.16,13.26916
2009-01-01,Bioenergy,8985.1,8.985100000000001
2009-01-01,Clean,218043.49000000002,218.04349000000002
2009-01-01,Coal,343850.32,343.85032
2009-01-01,Fossil,490051.95,490.05195000000003
2009-01-01,Gas,132780.19,132.78019
2009-01-01,Gas and Other Fossil,146201.64,146.20164000000003
2009-01-01,Hydro,45977.66,45.97766
2009-01-01,"Hydro, Bioenergy and Other Renewables",57922.47,57.922470000000004
2009-01-01,Nuclear,148204.97,148.20497
2009-01-01,Other Fossil,13421.449999999999,13.421449999999998
2009-01-01,Other Renewables,2959.71,2.95971
2009-01-01,Renewables,69838.52,69.83852
2009-01-01,Solar,14.39,0.01439
2009-01-01,Total Generation,708095.4500000001,708.09545
2009-01-01,Wind,11901.66,11.90166
2009-01-01,Wind and Solar,11916.05,11.916049999999998
2009-02-01,Bioenergy,8360.56,8.36056
2009-02-01,Clean,186077.28,186.07728
2009-02-01,Coal,281831.56,281.83156
2009-02-01,Fossil,413960.39,413.96039
2009-02-01,Gas,124277.70999999999,124.27770999999998
2009-02-01,Gas and Other Fossil,132128.83,132.12883
2009-02-01,Hydro,34797.21,34.79721
2009-02-01,"Hydro, Bioenergy and Other Renewables",45857.61,45.85761
2009-02-01,Nuclear,128454.43,128.45443
2009-02-01,Other Fossil,7851.12,7.85112
2009-02-01,Other Renewables,2699.84,2.69984
2009-02-01,Renewables,57622.85,57.62285
2009-02-01,Solar,60.88,0.060880000000000004
2009-02-01,Total Generation,600037.67,600.03767
2009-02-01,Wind,11704.36,11.704360000000001
2009-02-01,Wind and Solar,11765.24,11.76524
2009-03-01,Bioenergy,8944.05,8.944049999999999
2009-03-01,Clean,203852.55,203.85254999999998
2009-03-01,Coal,271060.66,271.06066
2009-03-01,Fossil,415279.9,415.2799
2009-03-01,Gas,136405.51,136.40551000000002
2009-03-01,Gas and Other Fossil,144219.24000000002,144.21924
2009-03-01,Hydro,43024.95,43.02495
2009-03-01,"Hydro, Bioenergy and Other Renewables",55017.1,55.0171
2009-03-01,Nuclear,134481.11000000002,134.48111
2009-03-01,Other Fossil,7813.73,7.81373
2009-03-01,Other Renewables,3048.1,3.0481
2009-03-01,Renewables,69371.44,69.37144
2009-03-01,Solar,156.2,0.15619999999999998
2009-03-01,Total Generation,619132.45,619.13245
2009-03-01,Wind,14198.14,14.198139999999999
2009-03-01,Wind and Solar,14354.34,14.35434
2009-04-01,Bioenergy,8413.4,8.4134
2009-04-01,Clean,196174.05,196.17405
2009-04-01,Coal,251869.97,251.86997
2009-04-01,Fossil,380993.98000000004,380.99398
2009-04-01,Gas,122317.33,122.31733
2009-04-01,Gas and Other Fossil,129124.02,129.12402
2009-04-01,Hydro,50995.23,50.99523000000001
2009-04-01,"Hydro, Bioenergy and Other Renewables",62243.020000000004,62.24302
2009-04-01,Nuclear,118816.79000000001,118.81679000000001
2009-04-01,Other Fossil,6806.6900000000005,6.806690000000001
2009-04-01,Other Renewables,2834.39,2.83439
2009-04-01,Renewables,77357.26,77.35726
2009-04-01,Solar,198.82,0.19882
2009-04-01,Total Generation,577168.04,577.16804
2009-04-01,Wind,14915.42,14.91542
2009-04-01,Wind and Solar,15114.24,15.11424
2009-05-01,Bioenergy,8513.789999999999,8.513789999999998
2009-05-01,Clean,213269.6,213.2696
2009-05-01,Coal,263346.12,263.34612
2009-05-01,Fossil,407358.24,407.35823999999997
2009-05-01,Gas,136291.31999999998,136.29131999999998
2009-05-01,Gas and Other Fossil,144012.12000000002,144.01212000000004
2009-05-01,Hydro,58421.67,58.42167
2009-05-01,"Hydro, Bioenergy and Other Renewables",69733.97,69.73397
2009-05-01,Nuclear,130790.87999999999,130.79088
2009-05-01,Other Fossil,7720.8,7.7208000000000006
2009-05-01,Other Renewables,2798.5099999999998,2.79851
2009-05-01,Renewables,82478.72,82.47872
2009-05-01,Solar,220.85000000000002,0.22085000000000002
2009-05-01,Total Generation,620627.84,620.62784
2009-05-01,Wind,12523.9,12.5239
2009-05-01,Wind and Solar,12744.75,12.74475
2009-06-01,Bioenergy,9111.7,9.1117
2009-06-01,Clean,220811.43,220.81143
2009-06-01,Coal,296173.54,296.17354
2009-06-01,Fossil,472591.5,472.5915
2009-06-01,Gas,168410.38,168.41038
2009-06-01,Gas and Other Fossil,176417.96,176.41796
2009-06-01,Hydro,58013.979999999996,58.01398
2009-06-01,"Hydro, Bioenergy and Other Renewables",69936.27,69.93627000000001
2009-06-01,Nuclear,139469.49,139.46948999999998
2009-06-01,Other Fossil,8007.58,8.00758
2009-06-01,Other Renewables,2810.5899999999997,2.8105899999999995
2009-06-01,Renewables,81341.94,81.34194000000001
2009-06-01,Solar,206.82999999999998,0.20682999999999999
2009-06-01,Total Generation,693402.9299999999,693.40293
2009-06-01,Wind,11198.84,11.19884
2009-06-01,Wind and Solar,11405.67,11.40567
2009-07-01,Bioenergy,9711.2,9.711200000000002
2009-07-01,Clean,214500.01,214.50001
2009-07-01,Coal,316467.77,316.46777000000003
2009-07-01,Fossil,528557.9400000001,528.55794
2009-07-01,Gas,203787.68,203.78768
2009-07-01,Gas and Other Fossil,212090.18000000002,212.09018000000003
2009-07-01,Hydro,45786.869999999995,45.78686999999999
2009-07-01,"Hydro, Bioenergy and Other Renewables",58449.8,58.4498
2009-07-01,Nuclear,145897.96,145.89795999999998
2009-07-01,Other Fossil,8302.5,8.3025
2009-07-01,Other Renewables,2951.73,2.95173
2009-07-01,Renewables,68602.05,68.60205
2009-07-01,Solar,242.37,0.24237
2009-07-01,Total Generation,743057.9600000001,743.0579600000001
2009-07-01,Wind,9909.88,9.90988
2009-07-01,Wind and Solar,10152.25,10.15225
2009-08-01,Bioenergy,9917.85,9.91785
2009-08-01,Clean,206433.46000000002,206.43346000000003
2009-08-01,Coal,326520.94,326.52094
2009-08-01,Fossil,554049.53,554.04953
2009-08-01,Gas,218479.1,218.47910000000002
