State,Year,Month,Value,Anomaly
OH,2017,2,54.8,2.8
OH,2017,3,54.3,2.2
OH,2017,4,54.8,2.7
OH,2017,5,54.8,2.7
OH,2017,6,54.7,2.6
OH,2017,7,54.5,2.4
OH,2017,8,54.0,1.9
OH,2017,9,53.7,1.6
OH,2017,10,53.7,1.6
OH,2017,11,53.4,1.3
OH,2017,12,53.2,1.1
OH,2018,1,52.4,0.4
OH,2018,2,52.1,0.1
OH,2018,3,51.8,-0.3
OH,2018,4,50.8,-1.3
OH,2018,5,51.5,-0.6
OH,2018,6,51.6,-0.5
OH,2018,7,51.7,-0.4
OH,2018,8,52.0,-0.1
OH,2018,9,52.3,0.2
OH,2018,10,52.1,0.0
OH,2018,11,51.7,-0.4
OH,2018,12,52.2,0.1
OH,2019,1,52.4,0.4
OH,2019,2,52.1,0.1
OH,2019,3,52.1,0.0
OH,2019,4,52.7,0.6
OH,2019,5,52.3,0.2
OH,2019,6,52.1,0.0
OH,2019,7,52.3,0.2
OH,2019,8,52.1,0.0
OH,2019,9,52.1,0.0
OH,2019,10,52.3,0.2
OH,2019,11,52.3,0.2
OH,2019,12,52.4,0.3
OH,2020,1,53.0,1.0
OH,2020,2,53.0,1.0
OH,2020,3,53.7,1.6
OH,2020,4,53.3,1.2
OH,2020,5,52.9,0.8
OH,2020,6,53.1,1.0
OH,2020,7,53.1,1.0
OH,2020,8,53.2,1.1
OH,2020,9,52.7,0.6
OH,2020,10,52.5,0.4
OH,2020,11,53.2,1.1
OH,2020,12,53.0,0.9
OH,2021,1,52.7,0.7
OH,2021,2,52.1,0.1
OH,2021,3,52.1,0.0
OH,2021,4,52.4,0.3
OH,2021,5,52.4,0.3
OH,2021,6,52.5,0.4
OH,2021,7,52.2,0.1
OH,2021,8,52.4,0.3
OH,2021,9,52.6,0.5
OH,2021,10,53.1,1.0
OH,2021,11,52.6,0.5
OH,2021,12,53.2,1.1
OH,2022,1,52.6,0.6
OH,2022,2,53.1,1.1
OH,2022,3,52.9,0.8
OH,2022,4,52.7,0.6
OH,2022,5,53.1,1.0
OH,2022,6,53.0,0.9
OH,2022,7,53.1,1.0
OH,2022,8,52.9,0.8
OH,2022,9,52.8,0.7
OH,2022,10,52.1,0.0
OH,2022,11,52.4,0.3
OH,2022,12,51.7,-0.4
OH,2023,1,52.8,0.8
OH,2023,2,53.5,1.5
OH,2023,3,53.2,1.1
OH,2023,4,53.5,1.4
OH,2023,5,53.2,1.1
OH,2023,6,52.9,0.8
OH,2023,7,52.8,0.7
OH,2023,8,52.7,0.6
OH,2023,9,52.7,0.6
OH,2023,10,53.1,1.0
OH,2023,11,52.9,0.8
OH,2023,12,53.5,1.4
OK,2000,1,61.4,0.8
OK,2000,2,61.3,0.7
OK,2000,3,61.6,1.0
OK,2000,4,61.5,0.8
OK,2000,5,61.8,1.1
OK,2000,6,61.7,1.0
OK,2000,7,61.6,0.9
OK,2000,8,61.8,1.1
OK,2000,9,62.2,1.5
OK,2000,10,62.4,1.7
OK,2000,11,61.3,0.6
OK,2000,12,60.3,-0.4
OK,2001,1,59.9,-0.7
OK,2001,2,59.4,-1.2
OK,2001,3,58.9,-1.7
OK,2001,4,59.3,-1.4
OK,2001,5,59.2,-1.5
OK,2001,6,59.4,-1.3
OK,2001,7,59.8,-0.9
OK,2001,8,59.6,-1.1
OK,2001,9,59.2,-1.5
OK,2001,10,58.9,-1.8
OK,2001,11,59.8,-0.9
OK,2001,12,60.8,0.1
OK,2002,1,61.1,0.5
OK,2002,2,61.1,0.5
OK,2002,3,61.1,0.5
OK,2002,4,61.0,0.3
OK,2002,5,60.8,0.1
OK,2002,6,60.8,0.1
OK,2002,7,60.4,-0.3
OK,2002,8,60.2,-0.5
OK,2002,9,60.5,-0.2
OK,2002,10,60.2,-0.5
OK,2002,11,59.6,-1.1
OK,2002,12,59.4,-1.3
OK,2003,1,59.2,-1.4
OK,2003,2,58.9,-1.7
OK,2003,3,59.2,-1.4
OK,2003,4,59.1,-1.6
OK,2003,5,59.3,-1.4
OK,2003,6,59.0,-1.7
OK,2003,7,59.2,-1.5
OK,2003,8,59.4,-1.3
OK,2003,9,58.9,-1.8
OK,2003,10,59.5,-1.2
OK,2003,11,59.7,-1.0
OK,2003,12,59.9,-0.8
OK,2004,1,60.0,-0.6
OK,2004,2,60.1,-0.5
OK,2004,3,60.5,-0.1
OK,2004,4,60.5,-0.2
OK,2004,5,60.6,-0.1
OK,2004,6,60.8,0.1
OK,2004,7,60.3,-0.4
OK,2004,8,59.8,-0.9
OK,2004,9,60.2,-0.5
OK,2004,10,60.2,-0.5
OK,2004,11,60.2,-0.5
OK,2004,12,60.2,-0.5
OK,2005,1,60.2,-0.4
OK,2005,2,60.7,0.1
OK,2005,3,60.3,-0.3
OK,2005,4,60.3,-0.4
OK,2005,5,60.0,-0.7
OK,2005,6,60.2,-0.5
OK,2005,7,60.4,-0.3
OK,2005,8,60.8,0.1
OK,2005,9,61.0,0.3
OK,2005,10,60.9,0.2
OK,2005,11,61.1,0.4
OK,2005,12,60.8,0.1
OK,2006,1,61.4,0.8
OK,2006,2,61.1,0.5
OK,2006,3,61.3,0.7
OK,2006,4,61.9,1.2
OK,2006,5,62.1,1.4
OK,2006,6,62.2,1.5
OK,2006,7,62.5,1.8
OK,2006,8,62.7,2.0
OK,2006,9,62.2,1.5
OK,2006,10,62.0,1.3
OK,2006,11,61.9,1.2
OK,2006,12,62.2,1.5
OK,2007,1,61.2,0.6
OK,2007,2,61.0,0.4
OK,2007,3,61.5,0.9
OK,2007,4,60.6,-0.1
OK,2007,5,60.5,-0.2
OK,2007,6,60.2,-0.5
OK,2007,7,59.8,-0.9
OK,2007,8,59.6,-1.1
OK,2007,9,60.0,-0.7
OK,2007,10,60.3,-0.4
OK,2007,11,60.3,-0.4
OK,2007,12,60.1,-0.6
OK,2008,1,60.3,-0.3
OK,2008,2,60.5,-0.1
OK,2008,3,59.9,-0.7
OK,2008,4,60.0,-0.7
OK,2008,5,60.0,-0.7
OK,2008,6,60.3,-0.4
OK,2008,7,60.5,-0.2
OK,2008,8,60.2,-0.5
OK,2008,9,59.9,-0.8
OK,2008,10,59.6,-1.1
OK,2008,11,59.5,-1.2
OK,2008,12,59.6,-1.1
OK,2009,1,59.5,-1.1
OK,2009,2,60.0,-0.6
OK,2009,3,60.1,-0.5
OK,2009,4,60.1,-0.6
OK,2009,5,59.9,-0.8
OK,2009,6,60.0,-0.7
OK,2009,7,59.9,-0.8
OK,2009,8,59.9,-0.8
OK,2009,9,59.9,-0.8
OK,2009,10,59.5,-1.2
OK,2009,11,59.8,-0.9
OK,2009,12,59.4,-1.3
OK,2010,1,59.2,-1.4
OK,2010,2,58.3,-2.3
OK,2010,3,58.0,-2.6
OK,2010,4,58.3,-2.4
