State,Year,Month,Value,Anomaly
ID,2005,10,44.1,-0.1
ID,2005,11,44.0,-0.1
ID,2005,12,43.6,-0.6
ID,2006,1,43.7,-0.4
ID,2006,2,43.4,-0.7
ID,2006,3,43.1,-1.0
ID,2006,4,43.2,-0.9
ID,2006,5,43.3,-0.8
ID,2006,6,43.8,-0.3
ID,2006,7,44.1,0.0
ID,2006,8,44.0,-0.1
ID,2006,9,44.1,-0.1
ID,2006,10,43.9,-0.3
ID,2006,11,44.0,-0.1
ID,2006,12,44.2,0.0
ID,2007,1,43.6,-0.5
ID,2007,2,44.1,0.0
ID,2007,3,44.7,0.6
ID,2007,4,44.7,0.6
ID,2007,5,44.7,0.6
ID,2007,6,44.6,0.5
ID,2007,7,44.8,0.7
ID,2007,8,44.9,0.8
ID,2007,9,44.9,0.7
ID,2007,10,44.9,0.7
ID,2007,11,44.9,0.8
ID,2007,12,44.8,0.6
ID,2008,1,44.7,0.6
ID,2008,2,44.4,0.3
ID,2008,3,43.7,-0.4
ID,2008,4,43.2,-0.9
ID,2008,5,42.9,-1.2
ID,2008,6,42.6,-1.5
ID,2008,7,42.2,-1.9
ID,2008,8,42.1,-2.0
ID,2008,9,42.2,-2.0
ID,2008,10,42.3,-1.9
ID,2008,11,42.6,-1.5
ID,2008,12,42.5,-1.7
ID,2009,1,43.0,-1.1
ID,2009,2,43.0,-1.1
ID,2009,3,43.0,-1.1
ID,2009,4,43.4,-0.7
ID,2009,5,43.6,-0.5
ID,2009,6,43.6,-0.5
ID,2009,7,43.5,-0.6
ID,2009,8,43.4,-0.7
ID,2009,9,43.8,-0.4
ID,2009,10,43.4,-0.8
ID,2009,11,43.1,-1.0
ID,2009,12,42.8,-1.4
ID,2010,1,43.1,-1.0
ID,2010,2,43.2,-0.9
ID,2010,3,43.5,-0.6
ID,2010,4,43.5,-0.6
ID,2010,5,42.9,-1.2
ID,2010,6,42.8,-1.3
ID,2010,7,42.7,-1.4
ID,2010,8,42.6,-1.5
ID,2010,9,42.3,-1.9
ID,2010,10,43.0,-1.2
ID,2010,11,42.8,-1.3
ID,2010,12,43.3,-0.9
ID,2011,1,43.0,-1.1
ID,2011,2,42.6,-1.5
ID,2011,3,42.4,-1.7
ID,2011,4,42.1,-2.0
ID,2011,5,42.3,-1.8
ID,2011,6,42.2,-1.9
ID,2011,7,42.2,-1.9
ID,2011,8,42.4,-1.7
ID,2011,9,42.7,-1.5
ID,2011,10,42.5,-1.7
ID,2011,11,42.5,-1.6
ID,2011,12,42.4,-1.8
ID,2012,1,42.6,-1.5
ID,2012,2,42.9,-1.2
ID,2012,3,43.2,-0.9
ID,2012,4,43.8,-0.3
ID,2012,5,44.1,0.0
ID,2012,6,44.4,0.3
ID,2012,7,44.7,0.6
ID,2012,8,44.8,0.7
ID,2012,9,44.7,0.5
ID,2012,10,44.6,0.4
ID,2012,11,45.0,0.9
ID,2012,12,45.1,0.9
ID,2013,1,44.6,0.5
ID,2013,2,44.5,0.4
ID,2013,3,44.4,0.3
ID,2013,4,44.0,-0.1
ID,2013,5,44.2,0.1
ID,2013,6,44.4,0.3
ID,2013,7,44.5,0.4
ID,2013,8,44.5,0.4
ID,2013,9,44.4,0.2
ID,2013,10,44.3,0.1
ID,2013,11,44.1,0.0
ID,2013,12,43.7,-0.5
ID,2014,1,44.3,0.2
ID,2014,2,44.4,0.3
ID,2014,3,44.5,0.4
ID,2014,4,44.6,0.5
ID,2014,5,44.6,0.5
ID,2014,6,44.4,0.3
ID,2014,7,44.4,0.3
ID,2014,8,44.1,0.0
ID,2014,9,44.1,-0.1
ID,2014,10,44.7,0.5
ID,2014,11,44.4,0.3
ID,2014,12,45.1,0.9
ID,2015,1,45.2,1.1
ID,2015,2,45.8,1.7
ID,2015,3,46.2,2.1
ID,2015,4,46.2,2.1
ID,2015,5,46.2,2.1
ID,2015,6,46.9,2.8
ID,2015,7,46.6,2.5
ID,2015,8,46.7,2.6
ID,2015,9,46.7,2.5
ID,2015,10,46.9,2.7
ID,2015,11,46.8,2.7
ID,2015,12,46.4,2.2
ID,2016,1,46.1,2.0
ID,2016,2,45.9,1.8
ID,2016,3,45.5,1.4
ID,2016,4,45.9,1.8
ID,2016,5,45.8,1.7
ID,2016,6,45.5,1.4
ID,2016,7,45.5,1.4
ID,2016,8,45.4,1.3
ID,2016,9,45.2,1.0
ID,2016,10,44.8,0.6
ID,2016,11,45.5,1.4
ID,2016,12,45.1,0.9
ID,2017,1,44.5,0.4
ID,2017,2,44.3,0.2
ID,2017,3,44.4,0.3
ID,2017,4,43.9,-0.2
ID,2017,5,43.9,-0.2
ID,2017,6,43.7,-0.4
ID,2017,7,44.1,0.0
ID,2017,8,44.3,0.2
ID,2017,9,44.4,0.2
ID,2017,10,44.1,-0.1
ID,2017,11,43.8,-0.3
ID,2017,12,44.3,0.1
ID,2018,1,45.3,1.2
ID,2018,2,45.0,0.9
ID,2018,3,44.6,0.5
ID,2018,4,44.8,0.7
ID,2018,5,45.0,0.9
ID,2018,6,44.9,0.8
ID,2018,7,44.8,0.7
ID,2018,8,44.6,0.5
ID,2018,9,44.7,0.5
ID,2018,10,44.8,0.6
ID,2018,11,44.6,0.5
ID,2018,12,44.5,0.3
ID,2019,1,44.2,0.1
ID,2019,2,43.9,-0.2
ID,2019,3,43.8,-0.3
ID,2019,4,43.9,-0.2
ID,2019,5,43.5,-0.6
ID,2019,6,43.5,-0.6
ID,2019,7,43.2,-0.9
ID,2019,8,43.3,-0.8
ID,2019,9,43.2,-1.0
ID,2019,10,42.6,-1.6
ID,2019,11,42.8,-1.3
ID,2019,12,43.0,-1.2
ID,2020,1,43.1,-1.0
ID,2020,2,43.3,-0.8
ID,2020,3,43.5,-0.6
ID,2020,4,43.4,-0.7
ID,2020,5,43.5,-0.6
ID,2020,6,43.4,-0.7
ID,2020,7,43.4,-0.7
ID,2020,8,43.5,-0.6
ID,2020,9,43.8,-0.4
ID,2020,10,44.5,0.3
ID,2020,11,44.4,0.3
ID,2020,12,44.3,0.1
ID,2021,1,44.3,0.2
ID,2021,2,44.2,0.1
ID,2021,3,44.2,0.1
ID,2021,4,44.2,0.1
ID,2021,5,44.2,0.1
ID,2021,6,44.9,0.8
ID,2021,7,45.5,1.4
ID,2021,8,45.2,1.1
ID,2021,9,45.1,0.9
ID,2021,10,45.1,0.9
ID,2021,11,45.4,1.3
ID,2021,12,45.4,1.2
ID,2022,1,45.2,1.1
ID,2022,2,45.1,1.0
ID,2022,3,45.2,1.1
ID,2022,4,44.8,0.7
ID,2022,5,44.6,0.5
ID,2022,6,43.9,-0.2
ID,2022,7,43.7,-0.4
ID,2022,8,44.2,0.1
ID,2022,9,44.5,0.3
ID,2022,10,44.7,0.5
ID,2022,11,43.8,-0.3
ID,2022,12,43.5,-0.7
ID,2023,1,43.5,-0.6
ID,2023,2,43.4,-0.7
ID,2023,3,42.7,-1.4
ID,2023,4,42.8,-1.3
ID,2023,5,43.4,-0.7
ID,2023,6,43.4,-0.7
ID,2023,7,43.4,-0.7
ID,2023,8,43.1,-1.0
ID,2023,9,42.7,-1.5
ID,2023,10,42.5,-1.7
ID,2023,11,43.2,-0.9
ID,2023,12,43.8,-0.4
IL,2000,1,53.7,0.8
IL,2000,2,53.7,0.7
IL,2000,3,54.4,1.4
IL,2000,4,54.1,1.1
IL,2000,5,54.2,1.2
IL,2000,6,54.1,1.1
IL,2000,7,53.6,0.6
IL,2000,8,53.9,0.9
IL,2000,9,54.0,1.0
IL,2000,10,54.2,1.2
IL,2000,11,53.5,0.5
IL,2000,12,52.2,-0.8
IL,2001,1,52.1,-0.8
IL,2001,2,51.5,-1.5
IL,2001,3,50.8,-2.2
IL,2001,4,51.3,-1.7
IL,2001,5,51.3,-1.7
IL,2001,6,51.2,-1.8
IL,2001,7,51.4,-1.6
IL,2001,8,51.4,-1.6
IL,2001,9,51.3,-1.7
IL,2001,10,50.9,-2.1
IL,2001,11,51.8,-1.2
IL,2001,12,53.4,0.4
IL,2002,1,54.0,1.1
IL,2002,2,54.3,1.3
IL,2002,3,54.4,1.4
IL,2002,4,54.0,1.0
IL,2002,5,53.6,0.6
IL,2002,6,53.9,0.9
IL,2002,7,54.1,1.1
IL,2002,8,54.1,1.1
IL,2002,9,54.5,1.5
IL,2002,10,54.4,1.4
IL,2002,11,53.5,0.5
IL,2002,12,53.2,0.2
IL,2003,1,52.3,-0.6
IL,2003,2,51.7,-1.3
IL,2003,3,52.0,-1.0
IL,2003,4,52.0,-1.0
IL,2003,5,52.1,-0.9
IL,2003,6,51.6,-1.4
IL,2003,7,51.4,-1.6
IL,2003,8,51.4,-1.6
IL,2003,9,50.9,-2.1
IL,2003,10,51.1,-1.9
IL,2003,11,51.6,-1.4
IL,2003,12,51.7,-1.3
IL,2004,1,51.9,-1.0
IL,2004,2,52.2,-0.8
IL,2004,3,52.5,-0.5
IL,2004,4,52.5,-0.5
IL,2004,5,52.9,-0.1
IL,2004,6,53.1,0.1
IL,2004,7,52.9,-0.1
IL,2004,8,52.4,-0.6
IL,2004,9,52.7,-0.3
IL,2004,10,52.8,-0.2
IL,2004,11,52.8,-0.2
IL,2004,12,52.6,-0.4
IL,2005,1,53.0,0.1
IL,2005,2,53.5,0.5
IL,2005,3,52.9,-0.1
IL,2005,4,53.0,0.0
IL,2005,5,52.6,-0.4
IL,2005,6,53.1,0.1
IL,2005,7,53.4,0.4
IL,2005,8,53.9,0.9
IL,2005,9,54.2,1.2
IL,2005,10,54.2,1.2
IL,2005,11,54.1,1.1
IL,2005,12,53.7,0.7
IL,2006,1,54.4,1.5
IL,2006,2,54.0,1.0
IL,2006,3,54.2,1.2
IL,2006,4,54.4,1.4
IL,2006,5,54.5,1.5
IL,2006,6,54.2,1.2
IL,2006,7,54.3,1.3
IL,2006,8,54.2,1.2
IL,2006,9,53.6,0.6
IL,2006,10,53.2,0.2
IL,2006,11,53.2,0.2
IL,2006,12,54.0,1.0
IL,2007,1,53.4,0.5
IL,2007,2,52.6,-0.4
IL,2007,3,53.1,0.1
IL,2007,4,52.5,-0.5
IL,2007,5,53.0,0.0
IL,2007,6,53.1,0.1
IL,2007,7,52.8,-0.2
IL,2007,8,53.1,0.1
IL,2007,9,53.6,0.6
IL,2007,10,54.3,1.3
IL,2007,11,54.1,1.1
IL,2007,12,53.7,0.7
IL,2008,1,53.4,0.5
IL,2008,2,53.8,0.8
IL,2008,3,53.0,0.0
IL,2008,4,53.1,0.1
IL,2008,5,52.4,-0.6
IL,2008,6,52.4,-0.6
IL,2008,7,52.5,-0.5
IL,2008,8,52.0,-1.0
IL,2008,9,51.8,-1.2
IL,2008,10,51.3,-1.7
IL,2008,11,51.2,-1.8
IL,2008,12,50.9,-2.1
IL,2009,1,50.4,-2.5
IL,2009,2,50.9,-2.1
IL,2009,3,51.3,-1.7
IL,2009,4,51.3,-1.7
IL,2009,5,51.6,-1.4
IL,2009,6,51.6,-1.4
IL,2009,7,51.2,-1.8
IL,2009,8,51.2,-1.8
IL,2009,9,51.1,-1.9
IL,2009,10,50.7,-2.3
IL,2009,11,51.2,-1.8
IL,2009,12,51.4,-1.6
IL,2010,1,51.5,-1.4
IL,2010,2,50.9,-2.1
IL,2010,3,51.0,-2.0
IL,2010,4,51.6,-1.4
IL,2010,5,51.7,-1.3
IL,2010,6,51.9,-1.1
IL,2010,7,52.5,-0.5
IL,2010,8,53.0,0.0
IL,2010,9,53.1,0.1
IL,2010,10,53.6,0.6
IL,2010,11,53.3,0.3
IL,2010,12,52.9,-0.1
IL,2011,1,53.0,0.1
IL,2011,2,53.4,0.4
IL,2011,3,53.2,0.2
IL,2011,4,52.7,-0.3
IL,2011,5,52.5,-0.5
IL,2011,6,52.4,-0.6
IL,2011,7,52.6,-0.4
IL,2011,8,52.4,-0.6
IL,2011,9,52.1,-0.9
IL,2011,10,52.0,-1.0
IL,2011,11,52.2,-0.8
IL,2011,12,53.2,0.2
IL,2012,1,53.9,1.0
IL,2012,2,54.4,1.4
IL,2012,3,55.5,2.5
IL,2012,4,55.7,2.7
IL,2012,5,56.2,3.2
IL,2012,6,56.1,3.1
IL,2012,7,56.3,3.3
IL,2012,8,56.2,3.2
IL,2012,9,56.3,3.3
IL,2012,10,56.1,3.1
IL,2012,11,55.7,2.7
IL,2012,12,55.8,2.8
IL,2013,1,55.6,2.7
IL,2013,2,55.1,2.1
IL,2013,3,53.3,0.3
IL,2013,4,52.9,-0.1
IL,2013,5,52.6,-0.4
IL,2013,6,52.5,-0.5
IL,2013,7,51.8,-1.2
IL,2013,8,51.7,-1.3
IL,2013,9,52.0,-1.0
IL,2013,10,52.2,-0.8
IL,2013,11,52.0,-1.0
IL,2013,12,51.1,-1.9
IL,2014,1,50.3,-2.6
IL,2014,2,49.4,-3.6
IL,2014,3,49.4,-3.6
IL,2014,4,49.6,-3.4
IL,2014,5,49.6,-3.4
IL,2014,6,49.7,-3.3
IL,2014,7,49.5,-3.5
IL,2014,8,49.5,-3.5
IL,2014,9,49.2,-3.8
IL,2014,10,49.2,-3.8
IL,2014,11,48.8,-4.2
IL,2014,12,49.5,-3.5
IL,2015,1,50.0,-2.9
IL,2015,2,50.0,-3.0
IL,2015,3,50.3,-2.7
IL,2015,4,50.5,-2.5
IL,2015,5,50.6,-2.4
IL,2015,6,50.5,-2.5
IL,2015,7,50.8,-2.2
IL,2015,8,50.7,-2.3
IL,2015,9,51.1,-1.9
IL,2015,10,51.3,-1.7
IL,2015,11,52.3,-0.7
IL,2015,12,52.9,-0.1
IL,2016,1,53.0,0.1
IL,2016,2,54.2,1.2
IL,2016,3,54.9,1.9
IL,2016,4,54.8,1.8
IL,2016,5,54.6,1.6
IL,2016,6,54.8,1.8
IL,2016,7,54.9,1.9
IL,2016,8,55.3,2.3
IL,2016,9,55.3,2.3
IL,2016,10,55.6,2.6
IL,2016,11,55.8,2.8
IL,2016,12,54.7,1.7
IL,2017,1,55.2,2.3
IL,2017,2,55.8,2.8
IL,2017,3,55.4,2.4
IL,2017,4,55.7,2.7
IL,2017,5,55.7,2.7
IL,2017,6,55.5,2.5
IL,2017,7,55.6,2.6
IL,2017,8,55.2,2.2
IL,2017,9,55.0,2.0
IL,2017,10,54.8,1.8
IL,2017,11,54.3,1.3
IL,2017,12,54.4,1.4
IL,2018,1,53.7,0.8
IL,2018,2,53.0,0.0
IL,2018,3,52.6,-0.4
IL,2018,4,51.6,-1.4
IL,2018,5,52.4,-0.6
IL,2018,6,52.6,-0.4
IL,2018,7,52.5,-0.5
IL,2018,8,52.8,-0.2
IL,2018,9,52.9,-0.1
IL,2018,10,52.6,-0.4
IL,2018,11,52.1,-0.9
IL,2018,12,52.5,-0.5
IL,2019,1,52.6,-0.3
IL,2019,2,52.4,-0.6
IL,2019,3,52.2,-0.8
IL,2019,4,52.9,-0.1
IL,2019,5,52.2,-0.8
IL,2019,6,51.8,-1.2
IL,2019,7,52.0,-1.0
IL,2019,8,51.9,-1.1
IL,2019,9,52.0,-1.0
IL,2019,10,52.0,-1.0
IL,2019,11,52.0,-1.0
IL,2019,12,52.1,-0.9
IL,2020,1,52.6,-0.3
IL,2020,2,52.9,-0.1
IL,2020,3,53.4,0.4
IL,2020,4,53.2,0.2
IL,2020,5,53.0,0.0
IL,2020,6,53.3,0.3
IL,2020,7,53.3,0.3
IL,2020,8,53.3,0.3
IL,2020,9,52.8,-0.2
IL,2020,10,52.6,-0.4
IL,2020,11,53.5,0.5
IL,2020,12,53.3,0.3
IL,2021,1,53.1,0.2
IL,2021,2,52.2,-0.8
IL,2021,3,52.3,-0.7
IL,2021,4,52.6,-0.4
IL,2021,5,52.6,-0.4
IL,2021,6,52.7,-0.3
IL,2021,7,52.4,-0.6
IL,2021,8,52.7,-0.3
IL,2021,9,53.0,0.0
IL,2021,10,53.7,0.7
IL,2021,11,53.2,0.2
IL,2021,12,53.8,0.8
IL,2022,1,53.2,0.3
IL,2022,2,53.8,0.8
IL,2022,3,53.5,0.5
IL,2022,4,53.3,0.3
IL,2022,5,53.6,0.6
IL,2022,6,53.6,0.6
IL,2022,7,53.7,0.7
IL,2022,8,53.5,0.5
IL,2022,9,53.3,0.3
IL,2022,10,52.7,-0.3
IL,2022,11,52.9,-0.1
IL,2022,12,52.1,-0.9
IL,2023,1,53.1,0.2
IL,2023,2,53.8,0.8
IL,2023,3,53.6,0.6
IL,2023,4,53.9,0.9
IL,2023,5,53.8,0.8
IL,2023,6,53.6,0.6
IL,2023,7,53.6,0.6
IL,2023,8,53.6,0.6
IL,2023,9,53.7,0.7
IL,2023,10,54.0,1.0
IL,2023,11,54.0,1.0
IL,2023,12,54.7,1.7
IN,2000,1,53.2,0.5
IN,2000,2,53.2,0.5
IN,2000,3,53.9,1.2
IN,2000,4,53.7,1.0
IN,2000,5,53.7,1.0
IN,2000,6,53.6,0.9
IN,2000,7,53.1,0.4
IN,2000,8,53.1,0.4
IN,2000,9,53.0,0.3
IN,2000,10,53.3,0.6
IN,2000,11,52.7,0.0
IN,2000,12,51.6,-1.1
IN,2001,1,51.6,-1.1
IN,2001,2,51.3,-1.4
IN,2001,3,50.6,-2.1
IN,2001,4,51.1,-1.6
IN,2001,5,51.1,-1.6
IN,2001,6,51.0,-1.7
IN,2001,7,51.2,-1.5
IN,2001,8,51.3,-1.4
IN,2001,9,51.3,-1.4
IN,2001,10,51.0,-1.7
IN,2001,11,51.7,-1.0
IN,2001,12,53.2,0.5
IN,2002,1,53.8,1.1
IN,2002,2,53.9,1.2
IN,2002,3,54.0,1.3
IN,2002,4,53.7,1.0
IN,2002,5,53.3,0.6
IN,2002,6,53.6,0.9
IN,2002,7,53.9,1.2
IN,2002,8,54.0,1.3
IN,2002,9,54.4,1.7
IN,2002,10,54.3,1.6
IN,2002,11,53.6,0.9
IN,2002,12,53.1,0.4
IN,2003,1,52.1,-0.6
IN,2003,2,51.3,-1.4
IN,2003,3,51.6,-1.1
IN,2003,4,51.6,-1.1
IN,2003,5,51.8,-0.9
IN,2003,6,51.3,-1.4
IN,2003,7,50.9,-1.8
IN,2003,8,50.9,-1.8
IN,2003,9,50.4,-2.3
IN,2003,10,50.4,-2.3
IN,2003,11,50.9,-1.8
IN,2003,12,51.1,-1.6
IN,2004,1,51.3,-1.4
IN,2004,2,51.7,-1.0
IN,2004,3,51.8,-0.9
IN,2004,4,51.9,-0.8
IN,2004,5,52.3,-0.4
IN,2004,6,52.5,-0.2
IN,2004,7,52.4,-0.3
IN,2004,8,52.0,-0.7
IN,2004,9,52.3,-0.4
IN,2004,10,52.5,-0.2
IN,2004,11,52.4,-0.3
IN,2004,12,52.2,-0.5
IN,2005,1,52.7,0.0
IN,2005,2,53.1,0.4
IN,2005,3,52.5,-0.2
IN,2005,4,52.6,-0.1
IN,2005,5,52.0,-0.7
IN,2005,6,52.3,-0.4
IN,2005,7,52.6,-0.1
IN,2005,8,53.1,0.4
IN,2005,9,53.3,0.6
IN,2005,10,53.3,0.6
IN,2005,11,53.2,0.5
IN,2005,12,52.9,0.2
IN,2006,1,53.6,0.9
IN,2006,2,53.4,0.7
IN,2006,3,53.6,0.9
IN,2006,4,53.8,1.1
IN,2006,5,53.9,1.2
IN,2006,6,53.6,0.9
IN,2006,7,53.6,0.9
IN,2006,8,53.5,0.8
IN,2006,9,52.9,0.2
IN,2006,10,52.6,-0.1
IN,2006,11,52.5,-0.2
IN,2006,12,53.4,0.7
IN,2007,1,52.9,0.2
IN,2007,2,51.9,-0.8
IN,2007,3,52.4,-0.3
IN,2007,4,51.9,-0.8
IN,2007,5,52.4,-0.3
IN,2007,6,52.6,-0.1
IN,2007,7,52.3,-0.4
IN,2007,8,52.6,-0.1
IN,2007,9,53.1,0.4
IN,2007,10,53.9,1.2
IN,2007,11,53.7,1.0
IN,2007,12,53.3,0.6
IN,2008,1,52.9,0.2
IN,2008,2,53.6,0.9
IN,2008,3,52.9,0.2
IN,2008,4,53.1,0.4
IN,2008,5,52.4,-0.3
IN,2008,6,52.5,-0.2
IN,2008,7,52.6,-0.1
IN,2008,8,52.1,-0.6
IN,2008,9,52.0,-0.7
IN,2008,10,51.4,-1.3
IN,2008,11,51.3,-1.4
IN,2008,12,51.0,-1.7
IN,2009,1,50.5,-2.2
IN,2009,2,50.8,-1.9
IN,2009,3,51.3,-1.4
IN,2009,4,51.2,-1.5
IN,2009,5,51.6,-1.1
IN,2009,6,51.5,-1.2
IN,2009,7,51.2,-1.5
IN,2009,8,51.1,-1.6
IN,2009,9,51.0,-1.7
IN,2009,10,50.7,-2.0
IN,2009,11,51.2,-1.5
IN,2009,12,51.3,-1.4
IN,2010,1,51.5,-1.2
IN,2010,2,51.0,-1.7
IN,2010,3,50.9,-1.8
IN,2010,4,51.4,-1.3
IN,2010,5,51.6,-1.1
IN,2010,6,51.8,-0.9
IN,2010,7,52.4,-0.3
IN,2010,8,52.8,0.1
IN,2010,9,52.9,0.2
IN,2010,10,53.4,0.7
IN,2010,11,53.1,0.4
IN,2010,12,52.6,-0.1
IN,2011,1,52.6,-0.1
IN,2011,2,53.0,0.3
IN,2011,3,52.9,0.2
IN,2011,4,52.5,-0.2
IN,2011,5,52.3,-0.4
IN,2011,6,52.2,-0.5
IN,2011,7,52.4,-0.3
IN,2011,8,52.2,-0.5
IN,2011,9,51.9,-0.8
IN,2011,10,51.7,-1.0
IN,2011,11,52.0,-0.7
IN,2011,12,53.1,0.4
IN,2012,1,53.8,1.1
IN,2012,2,54.1,1.4
IN,2012,3,55.3,2.6
IN,2012,4,55.2,2.5
IN,2012,5,55.7,3.0
IN,2012,6,55.7,3.0
IN,2012,7,55.8,3.1
IN,2012,8,55.7,3.0
IN,2012,9,55.7,3.0
IN,2012,10,55.6,2.9
IN,2012,11,55.0,2.3
IN,2012,12,55.1,2.4
IN,2013,1,54.9,2.2
IN,2013,2,54.5,1.8
IN,2013,3,52.8,0.1
IN,2013,4,52.6,-0.1
IN,2013,5,52.4,-0.3
IN,2013,6,52.3,-0.4
IN,2013,7,51.6,-1.1
IN,2013,8,51.6,-1.1
IN,2013,9,51.8,-0.9
IN,2013,10,52.0,-0.7
IN,2013,11,51.9,-0.8
IN,2013,12,51.2,-1.5
IN,2014,1,50.3,-2.4
IN,2014,2,49.7,-3.0
IN,2014,3,49.6,-3.1
IN,2014,4,49.7,-3.0
IN,2014,5,49.6,-3.1
IN,2014,6,49.8,-2.9
IN,2014,7,49.5,-3.2
IN,2014,8,49.6,-3.1
IN,2014,9,49.3,-3.4
IN,2014,10,49.3,-3.4
IN,2014,11,49.0,-3.7
IN,2014,12,49.4,-3.3
IN,2015,1,49.9,-2.8
IN,2015,2,49.7,-3.0
IN,2015,3,49.9,-2.8
IN,2015,4,50.0,-2.7
IN,2015,5,50.2,-2.5
IN,2015,6,50.0,-2.7
IN,2015,7,50.3,-2.4
IN,2015,8,50.2,-2.5
IN,2015,9,50.6,-2.1
IN,2015,10,50.7,-2.0
IN,2015,11,51.7,-1.0
IN,2015,12,52.3,-0.4
IN,2016,1,52.5,-0.2
IN,2016,2,53.7,1.0
IN,2016,3,54.6,1.9
IN,2016,4,54.5,1.8
IN,2016,5,54.1,1.4
IN,2016,6,54.3,1.6
IN,2016,7,54.4,1.7
IN,2016,8,54.8,2.1
IN,2016,9,54.9,2.2
IN,2016,10,55.3,2.6
IN,2016,11,55.3,2.6
IN,2016,12,54.2,1.5
IN,2017,1,54.8,2.1
IN,2017,2,55.4,2.7
IN,2017,3,55.0,2.3
IN,2017,4,55.4,2.7
IN,2017,5,55.4,2.7
IN,2017,6,55.3,2.6
IN,2017,7,55.2,2.5
IN,2017,8,54.8,2.1
IN,2017,9,54.5,1.8
IN,2017,10,54.4,1.7
IN,2017,11,54.0,1.3
IN,2017,12,54.0,1.3
IN,2018,1,53.2,0.5
IN,2018,2,52.7,0.0
IN,2018,3,52.3,-0.4
IN,2018,4,51.3,-1.4
IN,2018,5,52.1,-0.6
IN,2018,6,52.3,-0.4
IN,2018,7,52.2,-0.5
IN,2018,8,52.6,-0.1
IN,2018,9,52.8,0.1
IN,2018,10,52.6,-0.1
IN,2018,11,52.1,-0.6
IN,2018,12,52.6,-0.1
IN,2019,1,52.8,0.1
IN,2019,2,52.6,-0.1
IN,2019,3,52.5,-0.2
IN,2019,4,53.1,0.4
IN,2019,5,52.5,-0.2
IN,2019,6,52.2,-0.5
IN,2019,7,52.4,-0.3
IN,2019,8,52.2,-0.5
IN,2019,9,52.3,-0.4
IN,2019,10,52.4,-0.3
IN,2019,11,52.3,-0.4
IN,2019,12,52.4,-0.3
IN,2020,1,53.0,0.3
IN,2020,2,53.1,0.4
IN,2020,3,53.7,1.0
IN,2020,4,53.4,0.7
IN,2020,5,53.2,0.5
IN,2020,6,53.3,0.6
IN,2020,7,53.4,0.7
IN,2020,8,53.3,0.6
IN,2020,9,52.9,0.2
IN,2020,10,52.7,0.0
IN,2020,11,53.5,0.8
IN,2020,12,53.3,0.6
IN,2021,1,53.0,0.3
IN,2021,2,52.2,-0.5
IN,2021,3,52.3,-0.4
IN,2021,4,52.6,-0.1
IN,2021,5,52.6,-0.1
IN,2021,6,52.6,-0.1
IN,2021,7,52.4,-0.3
IN,2021,8,52.6,-0.1
IN,2021,9,52.9,0.2
IN,2021,10,53.5,0.8
IN,2021,11,52.9,0.2
IN,2021,12,53.5,0.8
IN,2022,1,53.0,0.3
IN,2022,2,53.5,0.8
IN,2022,3,53.3,0.6
IN,2022,4,53.1,0.4
IN,2022,5,53.5,0.8
IN,2022,6,53.5,0.8
IN,2022,7,53.6,0.9
IN,2022,8,53.5,0.8
IN,2022,9,53.3,0.6
IN,2022,10,52.7,0.0
IN,2022,11,52.9,0.2
IN,2022,12,52.2,-0.5
IN,2023,1,53.2,0.5
IN,2023,2,53.9,1.2
IN,2023,3,53.7,1.0
IN,2023,4,53.9,1.2
IN,2023,5,53.7,1.0
IN,2023,6,53.5,0.8
IN,2023,7,53.4,0.7
IN,2023,8,53.3,0.6
IN,2023,9,53.4,0.7
IN,2023,10,53.7,1.0
IN,2023,11,53.6,0.9
IN,2023,12,54.3,1.6
KS,2000,1,56.1,0.7
KS,2000,2,56.0,0.6
KS,2000,3,56.3,0.9
KS,2000,4,56.3,0.9
KS,2000,5,56.6,1.2
KS,2000,6,56.7,1.2
KS,2000,7,56.5,1.1
KS,2000,8,57.0,1.6
KS,2000,9,57.5,2.0
KS,2000,10,57.7,2.2
KS,2000,11,56.6,1.1
KS,2000,12,55.5,0.0
KS,2001,1,55.3,-0.1
KS,2001,2,54.5,-0.9
KS,2001,3,54.0,-1.4
KS,2001,4,54.4,-1.0
KS,2001,5,54.3,-1.1
KS,2001,6,54.4,-1.1
KS,2001,7,54.7,-0.7
KS,2001,8,54.4,-1.0
KS,2001,9,54.1,-1.4
KS,2001,10,53.8,-1.7
KS,2001,11,54.9,-0.6
KS,2001,12,55.9,0.4
KS,2002,1,56.2,0.8
KS,2002,2,56.6,1.2
KS,2002,3,56.5,1.1
KS,2002,4,56.3,0.9
KS,2002,5,56.0,0.6
KS,2002,6,56.4,0.9
KS,2002,7,56.2,0.8
KS,2002,8,56.1,0.7
KS,2002,9,56.3,0.8
KS,2002,10,55.9,0.4
KS,2002,11,55.3,-0.2
KS,2002,12,55.2,-0.3
KS,2003,1,55.0,-0.4
KS,2003,2,54.6,-0.8
KS,2003,3,55.1,-0.3
KS,2003,4,55.0,-0.4
KS,2003,5,55.1,-0.3
KS,2003,6,54.6,-0.9
KS,2003,7,54.6,-0.8
KS,2003,8,54.8,-0.6
KS,2003,9,54.4,-1.1
KS,2003,10,55.0,-0.5
KS,2003,11,55.0,-0.5
KS,2003,12,55.0,-0.5
KS,2004,1,54.9,-0.5
KS,2004,2,54.9,-0.5
KS,2004,3,55.3,-0.1
KS,2004,4,55.2,-0.2
